feature_1,feature_2,feature_3,feature_4,feature_5,target
0.4045,4.2285,4.6647,6.0103,0.2819,-1.5647
6.2752,5.9863,4.9153,2.2967,3.3659,-0.7816
1.5729,0.0624,4.4641,2.0116,3.8299,0.3156
3.7627,0.3472,2.7303,3.7712,0.0081,-0.5037
0.6705,2.0806,1.8493,0.4502,3.7591,2.2908
5.2203,3.043,4.2543,3.2412,2.6864,-1.4245
3.7098,3.6588,5.1979,2.7858,5.6711,-2.1952
1.1063,0.3098,6.0388,2.9586,5.0573,0.0838
4.9489,1.9954,3.3055,2.8854,4.4291,-0.9099
1.2143,1.5964,4.0694,2.206,2.5978,2.5353
4.7607,1.9354,1.0332,5.4532,0.3275,0.4105
3.4497,1.0795,0.4282,2.9439,5.8004,0.8269
3.6934,0.8661,5.4117,6.0907,1.8886,0.119
0.7906,4.3893,2.1915,0.5423,1.3589,2.1593
1.5284,4.064,0.0699,2.4366,4.3252,0.0371
5.1488,2.2736,3.0038,1.9801,0.1854,1.219
1.5469,5.0268,0.8486,2.9867,2.1643,1.7175
5.1869,4.1517,4.268,1.3339,1.2232,-0.7053
0.2812,1.8937,2.0883,2.8735,0.106,2.4414
0.2763,0.138,3.4812,1.1985,4.3223,-0.025
6.1947,4.8879,5.722,3.9771,3.5448,-2.7448
3.471,5.4282,2.8465,4.8176,2.0144,-0.9196
2.9892,1.206,2.705,4.4028,0.3503,0.9599
1.3335,3.5,5.4139,3.2725,3.8019,-0.93
3.7132,3.1064,0.3193,4.0789,3.8394,-1.6452
4.4155,2.4819,0.3721,1.0235,0.497,1.2538
2.6523,0.4541,2.3149,4.3721,1.5489,1.7496
0.3014,5.1373,1.5222,0.0781,3.9784,-0.2435
3.3622,5.0828,2.8501,5.9779,1.6207,-0.2332
2.7429,0.9604,3.9207,0.5596,6.2655,1.0746
2.0385,3.0129,2.3944,4.2391,1.4347,1.7381
0.6152,5.0996,4.7613,1.0153,1.5718,0.606
0.115,5.6032,4.9055,0.8479,3.811,-1.3304
6.1449,2.1483,2.9291,0.8338,0.2682,1.8967
1.4535,3.0592,2.3328,5.3292,6.1364,0.7953
4.6019,0.53,2.4538,0.7191,3.3071,0.724
2.429,1.7311,0.512,5.0374,1.5824,2.2167
5.7379,2.4548,0.6913,3.2734,2.7188,1.0228
1.8512,5.2308,1.2002,3.0242,3.5216,0.804
0.3603,4.3303,2.0567,5.067,0.7027,0.0696
5.4916,4.6235,0.5374,2.5851,3.9956,-1.4112
0.2178,5.1054,4.7923,5.006,4.1674,-3.4372
4.3255,1.1964,2.3612,2.9,2.8258,1.2194
3.1765,3.0335,1.2987,4.8664,6.2638,0.0327
2.3908,2.9822,0.7377,1.6674,5.239,1.5327
6.17,0.4542,3.2192,1.2206,3.4151,0.9022
5.8358,6.0287,5.2971,3.2212,4.2258,-2.4679
6.0128,5.3661,4.124,0.3996,4.1957,-2.2641
4.7889,1.9798,5.7507,2.3659,0.7279,0.7616
1.9882,3.0848,0.492,4.4894,0.4393,0.8533
1.2607,2.1666,4.3881,1.5023,3.9143,1.2062
2.0836,5.7569,5.5305,1.14,2.8828,0.8132
5.531,0.4347,0.8548,5.474,2.2222,0.5339
0.7833,1.5178,1.5392,0.6583,0.092,3.4086
2.1023,0.6368,4.7409,0.321,1.1609,1.7817
5.2352,3.3036,2.9481,3.4946,3.9966,-1.8422
3.9106,2.3048,4.9395,1.7461,0.7075,0.7989
0.9551,3.6485,5.2366,1.4692,4.9352,-0.6315
4.9259,0.9964,1.9874,5.0205,6.0409,-0.4158
0.9664,4.7485,4.279,4.8921,3.2085,-2.0913
3.3014,0.4128,4.2916,4.0193,2.1298,-0.4744
0.6032,1.5037,4.8782,6.1683,5.6879,-0.2157
3.0352,4.0503,2.3938,3.0313,0.5351,0.631
0.8216,4.821,4.99,5.4702,2.906,-1.6927
2.0482,3.5808,3.0301,3.2158,4.7037,-0.5171
2.9094,1.8307,5.2393,0.5816,0.1686,1.0683
1.2531,3.2195,5.7855,5.7066,3.3205,-0.1986
4.4331,5.6529,4.5254,3.5585,6.2086,-2.9784
4.5006,3.7164,0.7261,6.1527,4.0173,-1.7376
3.1301,1.9459,3.0105,4.2481,3.8692,-0.4087
2.7716,6.0227,6.155,2.3132,5.1693,-0.2622
4.02,3.13,2.802,4.5798,1.7572,-0.3815
2.0808,5.6696,4.5053,1.7154,4.5705,-0.6273
2.7751,5.7793,0.2317,2.1303,1.1869,1.7926
1.7434,0.8771,1.0976,5.9789,0.7877,3.0585
1.8617,5.916,1.2136,1.1952,5.6969,1.9825
4.9858,4.4571,5.1552,1.3395,2.416,-1.2241
2.9667,2.7135,5.7413,0.6732,4.3747,-0.2767
2.9357,1.2755,0.2583,0.6032,1.4169,2.9285
0.3818,3.6892,1.1347,1.045,4.3745,0.6285
4.735,5.0807,4.7525,5.7039,3.8771,-4.1741
0.0787,3.4031,0.2743,2.587,1.3848,1.5945
1.1336,4.2959,3.955,4.5233,0.8165,-1.0093
2.4316,5.0758,3.8135,3.89,2.0725,-0.7082
2.3852,3.3752,2.8149,5.7162,5.6911,-0.2253
4.3351,5.8812,5.2328,1.8179,3.2614,-1.4374
4.8977,5.1728,2.412,4.9955,3.5786,-2.5688
2.9436,2.7195,3.9932,3.7564,4.0468,-1.5653
0.7862,4.9685,4.3972,5.7695,6.2486,-1.6119
4.0192,0.9712,0.9386,1.366,3.1389,1.8309
4.1029,4.3486,5.3582,0.1461,5.9619,-2.7613
3.0497,1.7891,0.0836,5.4112,5.7295,-0.0979
3.1632,3.2064,4.3217,4.1092,6.2429,-1.8682
1.5686,1.5275,1.6882,0.2755,4.0971,2.5187
0.5321,5.459,5.1965,1.9133,4.4859,-1.2632
3.0222,2.2894,3.5767,2.3038,4.3813,0.1754
2.7436,2.1758,3.5851,0.8234,4.076,0.6797
4.5063,0.6916,2.2633,2.7687,6.1582,0.6389
2.8739,2.7441,2.7817,2.2427,4.475,0.8194
6.1993,1.6439,2.2335,5.1373,6.052,0.5758
6.2813,4.3492,2.135,2.4829,3.9168,-0.0598
6.0525,1.1455,1.4668,1.0404,1.1554,3.4304
4.9273,4.5294,4.2221,0.6217,1.7194,-1.2507
4.1477,3.0188,5.3734,2.7141,5.3232,-1.9695
1.1074,5.0394,0.1684,3.4199,0.1715,-0.0197
5.0924,1.1277,4.4118,0.1723,2.3397,0.0018
3.5662,4.2205,0.7814,5.875,3.2219,-1.132
5.9999,2.62,5.2356,5.5977,2.7015,-0.8623
5.8334,0.5212,0.3534,5.327,5.8145,-0.8624
3.1646,1.0154,5.1812,2.4976,4.0336,-0.238
2.6009,4.0984,6.2704,0.2768,3.7551,-0.5166
3.1852,3.1956,3.1121,3.3144,0.5753,0.3345
5.2125,2.9653,0.0508,3.4508,4.1227,-1.7297
2.6483,1.928,4.9433,5.1816,2.725,-0.0448
5.2657,4.4604,3.2082,3.7608,1.7893,-1.4097
2.919,0.7871,0.9811,4.6237,0.0946,0.8423
2.8902,2.1879,0.3921,4.9667,1.795,1.5378
1.1239,1.2907,5.4056,2.3354,0.0599,2.0202
3.0019,6.1994,2.6435,3.8915,1.281,0.9088
3.4342,6.1745,5.7803,2.6631,4.1251,-1.245
2.5958,5.6291,0.5195,3.7603,0.8818,0.5346
3.3543,4.8734,4.2835,4.822,1.1561,-2.3102
2.6562,4.8637,3.2758,3.4662,6.1617,-1.1145
3.2484,1.6968,2.7138,4.8986,6.1535,0.161
2.5264,4.8585,5.6039,4.9009,3.1564,-1.8961
4.6032,3.1349,1.338,6.0389,1.4083,0.7963
2.3237,0.5588,2.6793,3.741,4.0066,0.3788
0.7171,4.1161,0.7762,1.0431,1.1289,2.2077
0.2601,0.8959,4.655,4.7538,3.4163,-1.1666
3.4293,1.0002,0.5474,6.0913,1.4681,1.7962
0.3372,1.2551,2.9106,5.0437,0.2677,0.9099
1.4722,3.4711,4.512,4.8499,6.1685,-1.4337
2.9023,1.5725,5.7112,0.8,4.5628,0.5905
4.7879,5.7128,3.6772,3.8493,2.4096,-1.9664
5.967,4.4245,1.9523,5.7324,5.5037,-1.5553
5.1505,1.0681,2.4115,5.7335,4.8019,-0.9357
5.3204,3.36,5.186,2.5179,5.5622,-1.9993
2.1359,6.0963,5.179,1.7143,5.8186,0.2399
4.9028,0.2144,3.5306,1.5255,1.0344,0.7873
1.5906,4.2105,1.7106,1.6711,3.2975,1.9472
4.8135,3.7817,2.0606,4.1085,1.5164,-0.5025
3.6012,0.6445,5.3479,6.1954,2.7209,-0.2315
4.9376,4.8795,1.0083,5.531,2.9033,-1.5176
1.0089,1.7436,0.8648,3.8994,5.0561,0.8856
5.3582,5.831,5.0256,5.0947,1.1242,-2.2673
1.3945,2.7364,3.9746,0.9691,5.7923,1.0408
2.207,4.5138,5.3608,5.2248,4.765,-2.9457
0.4671,3.3816,6.087,5.485,3.7555,-1.3851
4.0778,4.097,0.5806,0.5719,4.1477,-1.1986
3.2503,2.2904,1.0268,5.5281,5.0027,-0.1963
6.1941,3.389,2.199,3.1716,5.4874,-0.3811
2.2599,1.7512,5.9972,3.676,5.1279,0.0769
3.7566,1.746,2.1989,2.6779,2.0151,2.7067
5.3413,6.0975,5.2787,2.2998,1.3564,-0.233
3.9871,3.3192,1.6967,5.8895,5.055,-1.1935
3.3514,3.6116,0.2336,2.0922,2.6401,0.9824
3.0685,0.5957,5.1054,4.8399,3.3617,-1.5654
3.402,2.1512,3.3769,4.1603,4.2774,-1.314
0.9589,2.2387,4.9192,1.1069,0.1992,1.7137
4.8346,0.0857,2.7196,5.3829,0.5086,-0.6771
0.1103,6.0001,4.3878,5.4855,3.774,-2.4878
0.6873,6.1672,1.4898,3.8314,0.2131,1.0167
6.1451,5.963,4.6653,0.1335,4.4714,-2.2951
1.8867,6.1169,1.1239,6.1805,3.3691,1.3724
4.7724,0.091,4.628,1.8406,0.2605,-0.7322
3.9698,5.0347,0.6157,4.5688,2.6554,-1.7408
2.5171,3.8288,1.9041,6.1066,2.8791,0.9287
